order_reference,product_name,quantity,unit_price,line_total
ORD_0332,Soap Dispenser,2.0,71.41,142.82
ORD_0968,Leggings,1.0,21.18,21.18
ORD_1086,Coat Hanger,2.0,87.64,175.28
ORD_0358,Power Bank,5.0,266.91,1334.55
ORD_1091,Jeans,10.0,20.0,200.0
ORD_0444,Honey,3.0,3.42,8.72
ORD_0498,Skirt,3.0,136.95,410.85
ORD_0972,Resistance Band,5.0,267.11,1335.55
ORD_0668,Rug,7.0,81.5,570.5
ORD_0373,Instant Noodles,6.0,29.39,176.34
ORD_1032,Biscuits,8.0,29.25,234.0
ORD_1146,Cereal,9.0,7.98,71.82
ORD_0676,Tomato Sauce,5.0,11.48,57.4
ORD_1000,Blanket,10.0,37.47,374.7
ORD_0090,Chocolate,1.0,13.22,13.22
ORD_0238,Dress,,65.57,
ORD_0698,Honey,1.0,3.42,1.71
ORD_0540,Lamp,2.0,129.35,258.7
ORD_0776,Foam Roller,10.0,77.79,777.9
ORD_0959,Hoodie,5.0,158.66,793.3
ORD_0592,T-Shirt,6.0,20.0,120.0
ORD_0433,Pasta,3.0,13.78,20.67
ORD_0138,Coat,2.0,130.08,260.16
ORD_0086,Lamp,6.0,129.35,776.1
ORD_0732,Swimwear,5.0,130.23,651.15
ORD_0883,Lip Balm,4.0,41.42,165.68
ORD_0883,Router,4.0,173.62,694.48
ORD_0869,Granola,2.0,3.28,6.56
ORD_0041,Rice,3.0,16.12,48.36
ORD_0740,Hoodie,1.0,,
ORD_0502,Sneakers,4.0,113.26,453.04
ORD_0194,Kitchen Timer,3.0,,
ORD_0055,Coat Hanger,1.0,87.64,87.64
ORD_0959,SSD Drive,5.0,819.93,4099.65
ORD_1169,Earbuds,7.0,1420.23,8450.37
ORD_0086,Lamp,10.0,129.35,1293.5
ORD_1130,Sneakers,4.0,,
ORD_0929,T-Shirt,5.0,20.0,115.0
ORD_0461,Dress,9.0,65.57,590.13
ORD_0732,Swimwear,10.0,130.23,1302.3
ORD_0388,Rice,10.0,,
ORD_0752,Mascara,3.0,27.26,81.78
ORD_0925,Coasters,7.0,113.24,792.68
ORD_0909,Toner,6.0,20.0,180.0
ORD_0390,Cardigan,1.0,131.63,131.63
ORD_0883,Clock,,137.5,
ORD_0253,Lip Balm,7.0,41.42,144.97
ORD_0751,Vase,2.0,74.99,149.98
ORD_0010,Granola,8.0,3.28,26.24
ORD_0256,Coasters,9.0,113.24,1019.16
ORD_0709,USB Hub,8.0,107.53,860.24
ORD_0607,Leggings,10.0,21.18,180.03
ORD_0450,Headphones,4.0,750.23,3000.92
ORD_0010,Resistance Band,9.0,267.11,2403.99
ORD_1022,Jacket,3.0,15.78,47.34
ORD_0824,Shorts,1.0,151.9,151.9
ORD_0039,Sweater,8.0,132.17,1057.36
ORD_0194,Peanut Butter,9.0,28.1,252.9
ORD_0798,Toner,2.0,20.0,40.0
ORD_0877,Nuts,4.0,29.61,118.44
ORD_1029,Headphones,10.0,750.23,7502.3
ORD_0617,Laundry Basket,4.0,119.13,476.52
ORD_1143,Tablet,7.0,1346.72,9427.04
ORD_1143,Gloves,,14.13,
ORD_1016,Headphones,10.0,750.23,8627.65
ORD_0229,Granola,4.0,3.28,13.12
ORD_0374,Tennis Racket,,254.89,
ORD_1089,Fitness Tracker,2.0,228.04,456.08
ORD_0252,Socks,5.0,68.84,344.2
ORD_0146,Nail Polish,3.0,43.42,130.26
ORD_0411,Boots,9.0,,
ORD_0753,Headphones,5.0,750.23,3751.15
ORD_0224,Cushion,8.0,6.27,50.16
ORD_0177,Laundry Basket,10.0,119.13,1191.3
ORD_0722,Monitor,8.0,548.49,5046.11
ORD_0853,Nail Polish,4.0,43.42,173.68
ORD_0500,Pasta,3.0,13.78,41.34
ORD_0910,Face Mask,7.0,52.96,370.72
ORD_0063,Microphone,10.0,779.69,7796.9
ORD_0827,Lip Balm,9.0,41.42,372.78
ORD_0403,Bicycle Helmet,6.0,293.98,1763.88
ORD_0795,Instant Noodles,8.0,29.39,235.12
ORD_0363,Perfume,10.0,9.51,95.1
ORD_0547,Sports Watch,4.0,35.57,142.28
ORD_0689,Football,4.0,122.47,489.88
ORD_0105,Tea,4.0,3.37,13.48
ORD_1123,Webcam,10.0,1047.62,10476.2
ORD_0059,Gamepad,,1043.03,
ORD_0404,Bicycle Helmet,8.0,293.98,2351.84
ORD_0511,Mug,7.0,92.79,649.53
ORD_0385,SSD Drive,,819.93,
ORD_0405,Doormat,2.0,119.9,239.8
ORD_0823,Instant Noodles,,29.39,
ORD_0002,Running Shoes,4.0,19.47,77.88
ORD_0518,Foam Roller,4.0,77.79,311.16
ORD_0476,Smart TV,4.0,,
ORD_1061,Tomato Sauce,8.0,11.48,91.84
ORD_0192,Water Bottle,4.0,21.73,86.92
ORD_0479,Rug,10.0,81.5,815.0
ORD_0709,Toner,2.0,20.0,40.0
ORD_0055,Instant Noodles,9.0,29.39,264.51
ORD_0995,Lamp,8.0,,
ORD_0771,Coat,6.0,130.08,780.48
ORD_0247,Laptop,,20.0,
ORD_0445,Cutting Board,8.0,37.79,453.48
ORD_1047,Conditioner,4.0,,
ORD_0778,Honey,8.0,3.42,27.36
ORD_1000,Nail Polish,6.0,43.42,221.44
ORD_0832,Jump Rope,3.0,,
ORD_0946,Laptop,,20.0,
ORD_0997,Biscuits,9.0,29.25,263.25
ORD_0677,Instant Noodles,10.0,29.39,293.9
ORD_0304,Speaker,7.0,1049.85,6246.61
ORD_0288,Toothbrush,4.0,77.28,309.12
ORD_0714,Hair Oil,9.0,20.0,180.0
ORD_0083,Hat,10.0,165.24,1652.4
ORD_1169,Power Bank,3.0,266.91,800.73
ORD_1109,Coat Hanger,2.0,87.64,175.28
ORD_0771,Toothbrush,7.0,77.28,540.96
ORD_1102,Cardigan,5.0,131.63,658.15
ORD_0957,Chocolate,3.0,13.22,39.66
ORD_0074,Sweater,7.0,,
ORD_0457,Face Cream,10.0,23.96,239.6
ORD_0001,Keyboard,,20.0,
ORD_0565,Storage Box,8.0,27.43,186.52
ORD_0206,Gym Bag,9.0,133.33,1199.97
ORD_0051,Polo Shirt,,138.95,
ORD_0702,Doormat,3.0,119.9,359.7
ORD_0685,Olive Oil,4.0,15.63,62.52
ORD_0010,Jump Rope,2.0,112.2,224.4
ORD_0603,Storage Box,3.0,27.43,69.95
ORD_0717,Mirror,3.0,34.64,103.92
ORD_0449,Graphics Card,2.0,,
ORD_0881,Hat,2.0,165.24,330.48
ORD_0808,Sneakers,3.0,113.26,339.78
ORD_1115,Oats,1.0,11.67,11.67
ORD_0096,Instant Noodles,3.0,29.39,88.17
ORD_0488,Webcam,7.0,1047.62,7333.34
ORD_0522,Lamp,5.0,129.35,646.75
ORD_0368,Picture Frame,2.0,88.73,177.46
ORD_0034,Running Shoes,6.0,19.47,116.82
ORD_0095,Mascara,10.0,27.26,272.6
ORD_0403,Hoodie,9.0,158.66,1427.94
ORD_1096,Headphones,3.0,750.23,2250.69
ORD_0154,Gym Bag,3.0,133.33,399.99
ORD_0250,Blazer,10.0,88.9,889.0
ORD_0674,Sweater,7.0,132.17,925.19
ORD_1180,Kitchen Timer,10.0,72.94,729.4
ORD_0638,Monitor,8.0,548.49,4387.92
ORD_0224,Razor,5.0,62.25,311.25
ORD_0558,Lip Balm,5.0,41.42,207.1
ORD_0877,Running Shoes,5.0,19.47,146.02
ORD_0438,Storage Box,3.0,27.43,82.29
ORD_0673,Mouse,,923.37,
ORD_0118,Foundation,5.0,41.65,208.25
ORD_0771,Boots,4.0,20.0,80.0
ORD_1021,Vase,,74.99,
ORD_0268,Leggings,,21.18,
ORD_1078,Badminton Set,3.0,178.08,801.36
ORD_0731,T-Shirt,5.0,20.0,100.0
ORD_0164,Charger,8.0,,
ORD_1024,Toothpaste,6.0,20.0,102.0
ORD_0236,Skipping Rope,7.0,152.47,1067.29
ORD_0389,Oats,7.0,11.67,81.69
ORD_0275,Jacket,10.0,15.78,157.8
ORD_0746,Biscuits,5.0,29.25,146.25
ORD_0330,Body Lotion,4.0,18.63,74.52
ORD_0956,Nail Polish,1.0,43.42,43.42
ORD_0615,Honey,1.0,3.42,3.42
ORD_0990,Blanket,9.0,37.47,337.23
ORD_0924,Smartphone,,945.45,
ORD_0763,Candle,9.0,127.47,1147.23
ORD_0850,Sweater,2.0,132.17,264.34
ORD_0245,Olive Oil,10.0,15.63,156.3
ORD_0441,Towel,,142.76,
ORD_0753,Olive Oil,6.0,15.63,93.78
ORD_0401,Foundation,10.0,41.65,416.5
ORD_0624,Skirt,6.0,136.95,821.7
ORD_0767,Chocolate,6.0,13.22,79.32
ORD_0919,Tennis Racket,10.0,254.89,2548.9
ORD_0124,Gym Bag,6.0,133.33,679.98
ORD_0853,Belt,1.0,,
ORD_0578,Cushion,6.0,6.27,37.62
ORD_0389,Deodorant,3.0,49.92,149.76
ORD_0970,Picture Frame,9.0,88.73,798.57
ORD_0040,Laundry Basket,4.0,119.13,476.52
ORD_1098,Deodorant,2.0,49.92,99.84
ORD_0646,USB Hub,2.0,107.53,215.06
ORD_0075,Tablet,3.0,1346.72,4040.16
ORD_0678,Protein Bar,2.0,6.97,13.94
ORD_0032,Coat,8.0,130.08,1040.64
ORD_0045,Shower Gel,,31.86,
ORD_0435,Gym Bag,3.0,133.33,399.99
ORD_0103,Mouse,,923.37,
ORD_0764,Yoga Mat,9.0,15.35,138.15
ORD_0738,Hoodie,10.0,158.66,1586.6
ORD_0806,Cutting Board,6.0,37.79,226.74
ORD_0544,Soap Dispenser,3.0,71.41,214.23
ORD_0032,Speaker,10.0,1049.85,10498.5
ORD_0098,Sweater,1.0,,
ORD_0355,Coasters,2.0,113.24,226.48
ORD_0798,SSD Drive,9.0,819.93,7379.37
ORD_0859,Laundry Basket,4.0,119.13,476.52
ORD_0435,Toothbrush,1.0,77.28,77.28
ORD_0447,Pasta,2.0,13.78,27.56
ORD_0249,USB Hub,4.0,107.53,430.12
ORD_0166,Razor,4.0,62.25,249.0
ORD_0984,Serum,6.0,51.72,310.32
ORD_1020,Leggings,7.0,21.18,148.26
ORD_1061,Knee Pads,10.0,37.22,372.2
ORD_1198,Cushion,5.0,6.27,36.05
ORD_0251,Tablet,7.0,1346.72,9427.04
ORD_1139,Picture Frame,3.0,88.73,266.19
ORD_1120,Nuts,4.0,29.61,118.44
ORD_0957,Jam,7.0,7.71,53.97
ORD_0542,Crackers,5.0,24.01,120.05
ORD_1114,Face Cream,8.0,23.96,191.68
ORD_0759,Vase,,74.99,
ORD_1130,Dried Fruit,6.0,20.0,120.0
ORD_0081,Mirror,1.0,34.64,34.64
ORD_0133,Rice,1.0,16.12,16.12
ORD_0205,Sweater,10.0,132.17,1321.7
ORD_0106,Cushion,5.0,6.27,15.67
ORD_0944,Scarf,5.0,142.73,713.65
ORD_1192,Granola,6.0,3.28,19.68
ORD_0797,Perfume,,9.51,
ORD_1118,Toothpaste,5.0,20.0,85.0
ORD_0298,Water Bottle,8.0,21.73,173.84
ORD_0900,Face Mask,10.0,52.96,529.6
ORD_1086,Soap Dispenser,4.0,71.41,328.49
ORD_0138,Swim Goggles,7.0,20.0,140.0
ORD_0930,Soup,,26.96,
ORD_0184,Yoga Mat,3.0,15.35,46.05
ORD_0785,Headphones,6.0,750.23,4501.38
ORD_0984,Lamp,3.0,129.35,388.05
ORD_0549,Football,1.0,122.47,122.47
ORD_0069,Shower Gel,5.0,31.86,159.3
ORD_0546,Vase,9.0,,
ORD_0373,Boots,1.0,20.0,20.0
ORD_0629,Crackers,6.0,24.01,144.06
ORD_0606,USB Hub,6.0,107.53,967.77
ORD_0053,Deodorant,3.0,49.92,149.76
ORD_0091,Biscuits,3.0,29.25,87.75
ORD_0205,Blanket,10.0,37.47,430.9
ORD_1095,Swim Goggles,2.0,20.0,40.0
ORD_1156,Swim Goggles,8.0,20.0,160.0
ORD_0126,Boots,,20.0,
ORD_1073,Jacket,6.0,15.78,94.68
ORD_0321,Dried Fruit,10.0,20.0,200.0
ORD_0043,Coasters,,113.24,
ORD_0111,Face Mask,5.0,52.96,264.8
ORD_0336,Lip Balm,8.0,41.42,331.36
ORD_0802,Serum,5.0,51.72,258.6
ORD_0761,Face Cream,2.0,23.96,47.92
ORD_0848,Power Bank,8.0,266.91,2135.28
ORD_0573,Nail Polish,8.0,43.42,347.36
ORD_0095,Dumbbell,,180.1,
ORD_0645,Charger,3.0,1142.39,3427.17
ORD_0900,Nail Polish,1.0,43.42,43.42
ORD_0360,Face Mask,7.0,52.96,370.72
ORD_0968,Jeans,1.0,20.0,20.0
ORD_0900,Smart TV,2.0,563.86,1127.72
ORD_0281,Smart TV,8.0,563.86,4510.88
ORD_0667,Shampoo,,48.94,
ORD_0252,Boots,7.0,20.0,140.0
ORD_0529,Instant Noodles,1.0,29.39,29.39
ORD_0093,Belt,9.0,53.41,480.69
ORD_0672,Eye Cream,8.0,11.08,101.94
ORD_0061,Picture Frame,2.0,88.73,177.46
ORD_0634,Power Bank,8.0,,
ORD_0999,T-Shirt,8.0,20.0,160.0
ORD_1075,T-Shirt,1.0,20.0,20.0
ORD_0451,Nail Polish,5.0,43.42,217.1
ORD_1001,Mug,9.0,,
ORD_0506,T-Shirt,3.0,20.0,60.0
ORD_1029,Olive Oil,8.0,15.63,125.04
ORD_0972,Cutting Board,6.0,37.79,226.74
ORD_0604,Chocolate,5.0,13.22,66.1
ORD_0238,Polo Shirt,2.0,138.95,277.9
ORD_0682,Mouse,10.0,923.37,9233.7
ORD_0534,Lip Balm,4.0,,
ORD_0838,Football,10.0,122.47,1224.7
ORD_0645,Shampoo,9.0,48.94,440.46
ORD_0332,Granola,,3.28,
ORD_0884,Foundation,4.0,41.65,166.6
ORD_0717,Chocolate,6.0,13.22,79.32
ORD_0891,Olive Oil,5.0,15.63,78.15
ORD_0233,Toothpaste,8.0,20.0,160.0
ORD_1071,Plant Pot,8.0,118.04,944.32
ORD_0095,Headphones,4.0,750.23,3000.92
ORD_0524,Monitor,9.0,548.49,4936.41
ORD_0818,Cardigan,4.0,131.63,526.52
ORD_0346,Cycling Gloves,3.0,204.17,612.51
ORD_1070,Bicycle Helmet,,293.98,
ORD_1024,Kitchen Timer,,72.94,
ORD_0546,Doormat,8.0,119.9,959.2
ORD_0473,Water Bottle,7.0,21.73,152.11
ORD_1102,Hair Oil,1.0,,
ORD_1097,Microphone,10.0,779.69,7796.9
ORD_0794,Foam Roller,1.0,77.79,77.79
ORD_0249,Pasta,8.0,13.78,110.24
ORD_0375,Gloves,9.0,14.13,127.17
ORD_0047,Face Mask,4.0,52.96,211.84
ORD_1145,Smartwatch,3.0,576.28,1728.84
ORD_0214,Crackers,2.0,24.01,48.02
ORD_0033,Razor,1.0,62.25,62.25
ORD_0239,Yoga Mat,1.0,15.35,15.35
ORD_0960,Crackers,4.0,24.01,96.04
ORD_0980,Pasta,,13.78,
ORD_1080,Body Lotion,4.0,18.63,74.52
ORD_0350,Water Bottle,10.0,21.73,217.3
ORD_0107,Toothpaste,9.0,20.0,180.0
ORD_0006,Cycling Gloves,2.0,204.17,612.51
ORD_0831,Pasta,10.0,13.78,137.8
ORD_0183,Deodorant,,49.92,
ORD_0001,Keyboard,10.0,20.0,200.0
ORD_0048,Body Lotion,,18.63,
ORD_0492,Socks,5.0,68.84,395.83
ORD_0337,Soup,2.0,26.96,53.92
ORD_1050,Vase,9.0,74.99,674.91
ORD_0804,Blazer,8.0,,
ORD_0008,Mouse,9.0,923.37,8310.33
ORD_0625,Toner,9.0,20.0,180.0
ORD_0839,Jacket,4.0,15.78,94.68
ORD_0719,Coat,5.0,130.08,650.4
ORD_0001,Serum,10.0,51.72,517.2
ORD_0253,Smart TV,5.0,563.86,2819.3
ORD_0303,Tea,3.0,3.37,10.11
ORD_0639,Honey,8.0,3.42,27.36
ORD_0056,Dried Fruit,2.0,20.0,40.0
ORD_0726,Hair Oil,4.0,20.0,80.0
ORD_0382,Jeans,3.0,20.0,60.0
ORD_0526,Peanut Butter,5.0,28.1,140.5
ORD_0474,Blanket,4.0,37.47,149.88
ORD_0583,Cushion,2.0,,
ORD_0028,Mirror,7.0,34.64,242.48
ORD_0078,Soup,,,
ORD_1115,Rice,9.0,16.12,145.08
ORD_0063,Conditioner,9.0,38.22,343.98
ORD_0365,Blazer,7.0,88.9,622.3
ORD_0811,Running Shoes,10.0,19.47,165.49
ORD_0316,Cardigan,4.0,,
ORD_0462,Picture Frame,10.0,88.73,887.3
ORD_0833,Earbuds,6.0,1420.23,8521.38
ORD_0666,Shampoo,9.0,48.94,440.46
ORD_0526,Power Bank,9.0,266.91,2762.52
ORD_0510,Crackers,1.0,24.01,24.01
ORD_0125,Speaker,,1049.85,
ORD_0699,Badminton Set,9.0,178.08,1602.72
ORD_0883,Chocolate,6.0,13.22,79.32
ORD_0405,Body Lotion,2.0,18.63,37.26
ORD_1031,Face Cream,6.0,23.96,143.76
ORD_0246,Belt,2.0,53.41,106.82
ORD_0886,Bicycle Helmet,2.0,293.98,587.96
ORD_1089,Rice,5.0,16.12,80.6
ORD_0347,Gloves,1.0,14.13,14.13
ORD_1027,Face Mask,5.0,52.96,264.8
ORD_0919,Storage Box,,27.43,
ORD_0341,Tomato Sauce,7.0,11.48,80.36
ORD_0750,Smart TV,9.0,563.86,5074.74
ORD_0363,Toner,10.0,20.0,200.0
ORD_0480,Nail Polish,10.0,43.42,434.2
ORD_0781,Toner,5.0,,
ORD_0806,Granola,9.0,3.28,29.52
ORD_0739,Smart TV,7.0,563.86,3947.02
ORD_1039,Vase,2.0,74.99,149.98
ORD_0485,Lip Balm,7.0,41.42,289.94
ORD_0606,Graphics Card,3.0,,
ORD_0028,Clock,7.0,137.5,1443.75
ORD_0134,Mirror,7.0,,
ORD_0714,Blazer,4.0,88.9,355.6
ORD_0714,USB Hub,6.0,107.53,645.18
ORD_1063,Instant Noodles,7.0,29.39,205.73
ORD_0086,Razor,3.0,62.25,186.75
ORD_0126,Earbuds,1.0,1420.23,1420.23
ORD_1141,Serum,7.0,51.72,362.04
ORD_1102,Dress,10.0,65.57,655.7
ORD_0812,Coffee,,,
ORD_0375,Skirt,7.0,136.95,814.85
ORD_0537,Skipping Rope,2.0,,
ORD_0145,Peanut Butter,2.0,28.1,56.2
ORD_0253,Toothbrush,8.0,77.28,618.24
ORD_0025,Power Bank,10.0,266.91,2669.1
ORD_0067,Fitness Tracker,8.0,228.04,1824.32
ORD_1059,USB Hub,10.0,107.53,1075.3
ORD_0728,Pasta,8.0,13.78,126.78
ORD_0233,Body Lotion,5.0,,
ORD_0436,Scarf,7.0,142.73,999.11
ORD_0486,Peanut Butter,10.0,28.1,323.15
ORD_0700,Towel,6.0,,
ORD_0109,Protein Bar,10.0,6.97,69.7
ORD_1170,Dried Fruit,7.0,20.0,140.0
ORD_0111,Boots,6.0,20.0,120.0
ORD_0228,Towel,8.0,142.76,1142.08
ORD_0111,Boots,9.0,20.0,180.0
ORD_0128,Laundry Basket,9.0,119.13,1072.17
ORD_0034,Keyboard,2.0,20.0,34.0
ORD_0623,Doormat,5.0,119.9,599.5
ORD_0968,Nail Polish,6.0,43.42,260.52
ORD_0748,Cardigan,8.0,131.63,1053.04
ORD_1070,Football,1.0,122.47,122.47
ORD_0595,Dress,6.0,65.57,393.42
ORD_0746,Cutting Board,2.0,37.79,75.58
ORD_1048,Yoga Mat,10.0,15.35,153.5
ORD_0425,Power Bank,7.0,266.91,2148.63
ORD_0613,Jeans,5.0,20.0,100.0
ORD_0083,Coffee,4.0,9.46,37.84
ORD_0573,Coat Hanger,6.0,87.64,525.84
ORD_1102,Sunscreen,4.0,40.27,161.08
ORD_0692,Candle,,127.47,
ORD_0315,Sunscreen,2.0,40.27,80.54
ORD_0877,Instant Noodles,3.0,29.39,88.17
ORD_0255,Clock,10.0,137.5,1375.0
ORD_0662,Water Bottle,3.0,21.73,65.19
ORD_0277,Instant Noodles,8.0,29.39,235.12
ORD_0994,Candle,7.0,127.47,892.29
ORD_0449,Basketball,3.0,20.0,60.0
ORD_0705,Granola,10.0,3.28,32.8
ORD_0326,Storage Box,9.0,27.43,246.87
ORD_0223,Sports Watch,,35.57,
ORD_0624,Water Bottle,7.0,21.73,152.11
ORD_0516,Router,,173.62,
ORD_0843,Shampoo,6.0,48.94,293.64
ORD_0379,Tennis Racket,2.0,254.89,586.25
ORD_0902,Graphics Card,5.0,289.49,1447.45
ORD_0350,Oats,7.0,11.67,81.69
ORD_0823,Leggings,9.0,21.18,190.62
ORD_1161,Candle,5.0,127.47,637.35
ORD_0759,Mascara,6.0,27.26,163.56
ORD_0899,Microphone,,779.69,
ORD_0139,Jump Rope,8.0,112.2,897.6
ORD_0243,Belt,3.0,53.41,160.23
ORD_0867,Monitor,,548.49,
ORD_0543,Smart TV,6.0,563.86,3383.16
ORD_0769,Foundation,9.0,41.65,374.85
ORD_0591,Shower Gel,5.0,31.86,159.3
ORD_1064,USB Hub,7.0,107.53,752.71
ORD_0229,Gloves,3.0,14.13,42.39
ORD_0055,Fitness Tracker,8.0,,
ORD_0548,Towel,8.0,142.76,1142.08
ORD_0920,Oats,10.0,,
ORD_0502,Jacket,2.0,15.78,31.56
ORD_0226,Belt,4.0,53.41,213.64
ORD_0874,Microphone,7.0,779.69,5457.83
ORD_1169,Monitor,9.0,548.49,4936.41
ORD_0006,Smartwatch,6.0,576.28,3457.68
ORD_0468,Tea,3.0,3.37,10.11
ORD_0075,Water Bottle,10.0,21.73,249.89
ORD_0723,Smart TV,3.0,563.86,1691.58
ORD_0089,Cereal,1.0,7.98,7.98
ORD_0004,Nuts,6.0,29.61,177.66
ORD_0536,Conditioner,2.0,38.22,76.44
ORD_0646,Speaker,,1049.85,
ORD_0484,Honey,10.0,3.42,34.2
ORD_0070,Gym Bag,7.0,,
ORD_0943,Eye Cream,1.0,11.08,11.08
ORD_0118,Hair Oil,,20.0,
ORD_0467,Face Cream,10.0,23.96,239.6
ORD_0247,Mascara,7.0,27.26,190.82
ORD_0881,USB Hub,8.0,107.53,860.24
ORD_0504,Nail Polish,7.0,43.42,303.94
ORD_0403,Rice,6.0,16.12,48.36
ORD_0573,Coat Hanger,4.0,87.64,350.56
ORD_0947,Boots,3.0,20.0,60.0
ORD_0574,Toothpaste,10.0,20.0,200.0
ORD_1098,Coffee,5.0,,
ORD_0136,Sweater,8.0,,
ORD_1026,Hoodie,2.0,158.66,317.32
ORD_0194,Football,6.0,122.47,734.82
ORD_0469,Crackers,7.0,24.01,168.07
ORD_0847,Honey,3.0,3.42,10.26
ORD_0131,Sunscreen,3.0,40.27,60.41
ORD_0078,Jacket,8.0,15.78,126.24
ORD_0383,Hair Oil,3.0,20.0,60.0
ORD_0715,Instant Noodles,2.0,29.39,58.78
ORD_1050,Doormat,,119.9,
ORD_0173,Cereal,7.0,7.98,83.79
ORD_0028,Smart TV,4.0,563.86,2255.44
ORD_0181,Deodorant,6.0,49.92,299.52
ORD_1084,Charger,5.0,1142.39,5711.95
ORD_0671,Pasta,4.0,13.78,55.12
ORD_0990,Soap Dispenser,10.0,71.41,714.1
ORD_0922,Face Mask,2.0,,
ORD_0326,Soap Dispenser,10.0,71.41,714.1
ORD_1142,Fitness Tracker,2.0,228.04,456.08
ORD_0836,Football,8.0,122.47,979.76
ORD_0836,Nail Polish,4.0,43.42,173.68
ORD_0724,Hat,,165.24,
ORD_0199,Mouse,7.0,923.37,6463.59
ORD_0044,Toner,,20.0,
ORD_0225,Doormat,6.0,119.9,359.7
ORD_0532,Picture Frame,3.0,88.73,266.19
ORD_0134,Sneakers,8.0,113.26,906.08
ORD_0113,T-Shirt,6.0,20.0,120.0
ORD_0140,Biscuits,4.0,29.25,117.0
ORD_0559,Polo Shirt,8.0,138.95,1111.6
ORD_0001,Mug,5.0,92.79,463.95
ORD_0343,Cycling Gloves,10.0,204.17,2041.7
ORD_0090,Mirror,8.0,34.64,277.12
ORD_0767,Coffee,5.0,9.46,47.3
ORD_0654,Rug,8.0,81.5,652.0
ORD_0493,Instant Noodles,8.0,29.39,235.12
ORD_0320,Sports Watch,6.0,35.57,213.42
ORD_0139,Chocolate,7.0,13.22,92.54
ORD_0845,Mug,9.0,92.79,835.11
ORD_0925,Monitor,4.0,548.49,2193.96
ORD_0372,Sports Watch,10.0,35.57,355.7
ORD_0425,Skirt,1.0,136.95,136.95
ORD_0259,Badminton Set,7.0,178.08,1246.56
ORD_1126,Granola,5.0,3.28,16.4
ORD_0065,Kitchen Timer,3.0,72.94,218.82
ORD_0902,Picture Frame,3.0,88.73,266.19
ORD_0690,Mascara,9.0,27.26,245.34
ORD_0010,Fitness Tracker,2.0,228.04,456.08
ORD_0153,Sunscreen,2.0,40.27,80.54
ORD_0261,Face Mask,10.0,52.96,529.6
ORD_0172,Hair Oil,9.0,20.0,180.0
ORD_0415,Dried Fruit,1.0,20.0,20.0
ORD_1150,Eye Cream,6.0,11.08,66.48
ORD_0898,Jeans,10.0,20.0,200.0
ORD_0693,Foundation,2.0,41.65,83.3
ORD_0013,Running Shoes,5.0,19.47,97.35
ORD_1192,Cushion,2.0,6.27,12.54
ORD_0321,Skirt,1.0,136.95,136.95
ORD_0329,Tea,2.0,3.37,6.74
ORD_0615,Chocolate,,13.22,
ORD_0020,Router,6.0,173.62,1041.72
ORD_0785,Doormat,1.0,119.9,119.9
ORD_0432,Mug,5.0,92.79,463.95
ORD_0672,Nuts,10.0,29.61,296.1
ORD_0777,Graphics Card,6.0,289.49,1736.94
ORD_0911,Swim Goggles,7.0,20.0,140.0
ORD_0100,Granola,7.0,3.28,22.96
ORD_1119,Dried Fruit,2.0,,
ORD_0318,Tablet,3.0,1346.72,4040.16
ORD_0890,Towel,4.0,142.76,485.38
ORD_0401,Instant Noodles,9.0,29.39,396.76
ORD_0236,Leggings,,21.18,
ORD_0334,Smartphone,7.0,945.45,6618.15
ORD_0176,Hair Oil,10.0,20.0,200.0
ORD_0376,T-Shirt,,20.0,
ORD_1167,Protein Bar,3.0,,
ORD_1161,Granola,10.0,3.28,32.8
ORD_0588,Deodorant,8.0,49.92,399.36
ORD_0513,Earbuds,1.0,1420.23,1420.23
ORD_0918,Leggings,3.0,21.18,63.54
ORD_0759,Face Mask,9.0,52.96,238.32
ORD_1025,Mirror,3.0,34.64,103.92
ORD_0873,Lip Balm,7.0,41.42,289.94
ORD_0270,Tea,10.0,3.37,50.55
ORD_0798,Cardigan,6.0,131.63,789.78
ORD_0725,Scarf,10.0,142.73,1427.3
ORD_1189,Resistance Band,,267.11,
ORD_0005,Chocolate,4.0,13.22,52.88
ORD_0292,Toner,3.0,20.0,51.0
ORD_0698,Resistance Band,,267.11,
ORD_1146,Smartphone,1.0,945.45,945.45
ORD_0851,Vase,1.0,74.99,74.99
ORD_0890,Laptop,7.0,20.0,140.0
ORD_0078,Cycling Gloves,9.0,204.17,1837.53
ORD_0574,Crackers,1.0,24.01,24.01
ORD_1069,Hair Oil,1.0,20.0,20.0
ORD_0785,Coffee,4.0,9.46,37.84
ORD_0472,Smartphone,6.0,945.45,5672.7
ORD_0132,Smartwatch,1.0,576.28,576.28
ORD_0601,Hair Oil,4.0,20.0,80.0
ORD_1066,Mug,4.0,92.79,371.16
ORD_0089,Gym Bag,,,
ORD_1067,Jam,9.0,7.71,69.39
ORD_0402,Foundation,8.0,41.65,333.2
ORD_0296,Resistance Band,2.0,267.11,534.22
ORD_1117,Foundation,6.0,,
ORD_0616,Tennis Racket,5.0,254.89,1274.45
ORD_0800,Badminton Set,6.0,178.08,1068.48
ORD_0422,Belt,9.0,53.41,480.69
ORD_1047,Hair Oil,2.0,20.0,60.0
ORD_0575,Rice,4.0,16.12,96.72
ORD_0143,Gamepad,6.0,1043.03,6258.18
ORD_0377,Cereal,6.0,7.98,47.88
ORD_0993,Tennis Racket,3.0,254.89,764.67
